enc_class	enc_method	exp	kind	class	method	param	index	uri
ccproxy.WiadomoscOdAgenta#$@$#WiadomoscOdAgenta(ccproxy.AgentConnection,int,java.util.Date,pl.cc.core.cmd.Command)#$@$#this.agent#$@$#FIELD	ccproxy.WiadomoscOdAgenta	null	agent	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url2df0f7c811_przemekgalazka_legacycode_tgz-pJ8-pl_cc_core_cmd_CommandJ8/src/ccproxy/WiadomoscOdAgenta.java
ccproxy.WiadomoscOdAgenta#$@$#WiadomoscOdAgenta(ccproxy.AgentConnection,int,java.util.Date,pl.cc.core.cmd.Command)#$@$#this#$@$#FIELD	ccproxy.WiadomoscOdAgenta	null	this	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url2df0f7c811_przemekgalazka_legacycode_tgz-pJ8-pl_cc_core_cmd_CommandJ8/src/ccproxy/WiadomoscOdAgenta.java
ccproxy.WiadomoscOdAgenta#$@$#WiadomoscOdAgenta(ccproxy.AgentConnection,int,java.util.Date,pl.cc.core.cmd.Command)#$@$#agent#$@$#PARAMETER	ccproxy.WiadomoscOdAgenta	WiadomoscOdAgenta(ccproxy.AgentConnection,int,java.util.Date,pl.cc.core.cmd.Command)	agent	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url2df0f7c811_przemekgalazka_legacycode_tgz-pJ8-pl_cc_core_cmd_CommandJ8/src/ccproxy/WiadomoscOdAgenta.java
ccproxy.WiadomoscOdAgenta#$@$#WiadomoscOdAgenta(ccproxy.AgentConnection,int,java.util.Date,pl.cc.core.cmd.Command)#$@$#this.numer#$@$#FIELD	ccproxy.WiadomoscOdAgenta	null	numer	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url2df0f7c811_przemekgalazka_legacycode_tgz-pJ8-pl_cc_core_cmd_CommandJ8/src/ccproxy/WiadomoscOdAgenta.java
ccproxy.WiadomoscOdAgenta#$@$#WiadomoscOdAgenta(ccproxy.AgentConnection,int,java.util.Date,pl.cc.core.cmd.Command)#$@$#this#$@$#FIELD	ccproxy.WiadomoscOdAgenta	null	this	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url2df0f7c811_przemekgalazka_legacycode_tgz-pJ8-pl_cc_core_cmd_CommandJ8/src/ccproxy/WiadomoscOdAgenta.java
ccproxy.WiadomoscOdAgenta#$@$#WiadomoscOdAgenta(ccproxy.AgentConnection,int,java.util.Date,pl.cc.core.cmd.Command)#$@$#numer#$@$#PARAMETER	ccproxy.WiadomoscOdAgenta	WiadomoscOdAgenta(ccproxy.AgentConnection,int,java.util.Date,pl.cc.core.cmd.Command)	numer	1	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url2df0f7c811_przemekgalazka_legacycode_tgz-pJ8-pl_cc_core_cmd_CommandJ8/src/ccproxy/WiadomoscOdAgenta.java
ccproxy.WiadomoscOdAgenta#$@$#WiadomoscOdAgenta(ccproxy.AgentConnection,int,java.util.Date,pl.cc.core.cmd.Command)#$@$#this.time#$@$#FIELD	ccproxy.WiadomoscOdAgenta	null	time	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url2df0f7c811_przemekgalazka_legacycode_tgz-pJ8-pl_cc_core_cmd_CommandJ8/src/ccproxy/WiadomoscOdAgenta.java
ccproxy.WiadomoscOdAgenta#$@$#WiadomoscOdAgenta(ccproxy.AgentConnection,int,java.util.Date,pl.cc.core.cmd.Command)#$@$#this#$@$#FIELD	ccproxy.WiadomoscOdAgenta	null	this	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url2df0f7c811_przemekgalazka_legacycode_tgz-pJ8-pl_cc_core_cmd_CommandJ8/src/ccproxy/WiadomoscOdAgenta.java
ccproxy.WiadomoscOdAgenta#$@$#WiadomoscOdAgenta(ccproxy.AgentConnection,int,java.util.Date,pl.cc.core.cmd.Command)#$@$#time#$@$#PARAMETER	ccproxy.WiadomoscOdAgenta	WiadomoscOdAgenta(ccproxy.AgentConnection,int,java.util.Date,pl.cc.core.cmd.Command)	time	2	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url2df0f7c811_przemekgalazka_legacycode_tgz-pJ8-pl_cc_core_cmd_CommandJ8/src/ccproxy/WiadomoscOdAgenta.java
ccproxy.WiadomoscOdAgenta#$@$#WiadomoscOdAgenta(ccproxy.AgentConnection,int,java.util.Date,pl.cc.core.cmd.Command)#$@$#this.cmd#$@$#FIELD	ccproxy.WiadomoscOdAgenta	null	cmd	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url2df0f7c811_przemekgalazka_legacycode_tgz-pJ8-pl_cc_core_cmd_CommandJ8/src/ccproxy/WiadomoscOdAgenta.java
ccproxy.WiadomoscOdAgenta#$@$#WiadomoscOdAgenta(ccproxy.AgentConnection,int,java.util.Date,pl.cc.core.cmd.Command)#$@$#this#$@$#FIELD	ccproxy.WiadomoscOdAgenta	null	this	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url2df0f7c811_przemekgalazka_legacycode_tgz-pJ8-pl_cc_core_cmd_CommandJ8/src/ccproxy/WiadomoscOdAgenta.java
ccproxy.WiadomoscOdAgenta#$@$#WiadomoscOdAgenta(ccproxy.AgentConnection,int,java.util.Date,pl.cc.core.cmd.Command)#$@$#cmd#$@$#PARAMETER	ccproxy.WiadomoscOdAgenta	WiadomoscOdAgenta(ccproxy.AgentConnection,int,java.util.Date,pl.cc.core.cmd.Command)	cmd	3	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url2df0f7c811_przemekgalazka_legacycode_tgz-pJ8-pl_cc_core_cmd_CommandJ8/src/ccproxy/WiadomoscOdAgenta.java
ccproxy.WiadomoscOdAgenta#$@$#WiadomoscOdAgenta(ccproxy.AgentConnection,int,java.util.Date,pl.cc.core.cmd.Command)#$@$#this.wiadomosc#$@$#FIELD	ccproxy.WiadomoscOdAgenta	null	wiadomosc	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url2df0f7c811_przemekgalazka_legacycode_tgz-pJ8-pl_cc_core_cmd_CommandJ8/src/ccproxy/WiadomoscOdAgenta.java
ccproxy.WiadomoscOdAgenta#$@$#WiadomoscOdAgenta(ccproxy.AgentConnection,int,java.util.Date,pl.cc.core.cmd.Command)#$@$#this#$@$#FIELD	ccproxy.WiadomoscOdAgenta	null	this	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url2df0f7c811_przemekgalazka_legacycode_tgz-pJ8-pl_cc_core_cmd_CommandJ8/src/ccproxy/WiadomoscOdAgenta.java
ccproxy.WiadomoscOdAgenta#$@$#WiadomoscOdAgenta(ccproxy.AgentConnection,int,java.util.Date,pl.cc.core.cmd.Command)#$@$#cmd.getOrginalLine#$@$#METHOD	pl.cc.core.cmd.Command	getOrginalLine()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url2df0f7c811_przemekgalazka_legacycode_tgz-pJ8-pl_cc_core_cmd_CommandJ8/src/pl/cc/core/cmd/Command.java
ccproxy.WiadomoscOdAgenta#$@$#WiadomoscOdAgenta(ccproxy.AgentConnection,int,java.util.Date,pl.cc.core.cmd.Command)#$@$#cmd#$@$#PARAMETER	ccproxy.WiadomoscOdAgenta	WiadomoscOdAgenta(ccproxy.AgentConnection,int,java.util.Date,pl.cc.core.cmd.Command)	cmd	3	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url2df0f7c811_przemekgalazka_legacycode_tgz-pJ8-pl_cc_core_cmd_CommandJ8/src/ccproxy/WiadomoscOdAgenta.java
ccproxy.WiadomoscOdAgenta#$@$#WiadomoscOdAgenta(ccproxy.AgentConnection,java.lang.String,int)#$@$#this.agent#$@$#FIELD	ccproxy.WiadomoscOdAgenta	null	agent	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url2df0f7c811_przemekgalazka_legacycode_tgz-pJ8-pl_cc_core_cmd_CommandJ8/src/ccproxy/WiadomoscOdAgenta.java
ccproxy.WiadomoscOdAgenta#$@$#WiadomoscOdAgenta(ccproxy.AgentConnection,java.lang.String,int)#$@$#this#$@$#FIELD	ccproxy.WiadomoscOdAgenta	null	this	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url2df0f7c811_przemekgalazka_legacycode_tgz-pJ8-pl_cc_core_cmd_CommandJ8/src/ccproxy/WiadomoscOdAgenta.java
ccproxy.WiadomoscOdAgenta#$@$#WiadomoscOdAgenta(ccproxy.AgentConnection,java.lang.String,int)#$@$#agent#$@$#PARAMETER	ccproxy.WiadomoscOdAgenta	WiadomoscOdAgenta(ccproxy.AgentConnection,java.lang.String,int)	agent	0	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url2df0f7c811_przemekgalazka_legacycode_tgz-pJ8-pl_cc_core_cmd_CommandJ8/src/ccproxy/WiadomoscOdAgenta.java
ccproxy.WiadomoscOdAgenta#$@$#WiadomoscOdAgenta(ccproxy.AgentConnection,java.lang.String,int)#$@$#this.wiadomosc#$@$#FIELD	ccproxy.WiadomoscOdAgenta	null	wiadomosc	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url2df0f7c811_przemekgalazka_legacycode_tgz-pJ8-pl_cc_core_cmd_CommandJ8/src/ccproxy/WiadomoscOdAgenta.java
ccproxy.WiadomoscOdAgenta#$@$#WiadomoscOdAgenta(ccproxy.AgentConnection,java.lang.String,int)#$@$#this#$@$#FIELD	ccproxy.WiadomoscOdAgenta	null	this	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url2df0f7c811_przemekgalazka_legacycode_tgz-pJ8-pl_cc_core_cmd_CommandJ8/src/ccproxy/WiadomoscOdAgenta.java
