enc_class	enc_method	exp	kind	class	method	param	index	uri
sim.Hello#$@$#main(java.lang.String[])#$@$#hw.initializeSensoryInformationSpace#$@$#METHOD	sim.Hello	initializeSensoryInformationSpace()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3f8d6440dd_huiwq1990_CognativeModel_tgz-pJ8-clarion_samples_HelloWorldJ8/src/sim/Hello.java
sim.Hello#$@$#main(java.lang.String[])#$@$#hw.initializeAgentInternalSpace#$@$#METHOD	sim.Hello	initializeAgentInternalSpace()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3f8d6440dd_huiwq1990_CognativeModel_tgz-pJ8-clarion_samples_HelloWorldJ8/src/sim/Hello.java
sim.Hello#$@$#main(java.lang.String[])#$@$#hw.initializeCLARIONAgent#$@$#METHOD	sim.Hello	initializeCLARIONAgent(clarion.system.CLARION)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3f8d6440dd_huiwq1990_CognativeModel_tgz-pJ8-clarion_samples_HelloWorldJ8/src/sim/Hello.java
sim.Hello#$@$#main(java.lang.String[])#$@$#hw.Agent#$@$#FIELD	sim.Hello	null	Agent	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3f8d6440dd_huiwq1990_CognativeModel_tgz-pJ8-clarion_samples_HelloWorldJ8/src/sim/Hello.java
sim.Hello#$@$#main(java.lang.String[])#$@$#hw.run#$@$#METHOD	sim.Hello	run(clarion.system.CLARION)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3f8d6440dd_huiwq1990_CognativeModel_tgz-pJ8-clarion_samples_HelloWorldJ8/src/sim/Hello.java
sim.Hello#$@$#main(java.lang.String[])#$@$#hw.Agent#$@$#FIELD	sim.Hello	null	Agent	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3f8d6440dd_huiwq1990_CognativeModel_tgz-pJ8-clarion_samples_HelloWorldJ8/src/sim/Hello.java
sim.Hello#$@$#main(java.lang.String[])#$@$#hw.reportResults#$@$#METHOD	sim.Hello	reportResults()	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3f8d6440dd_huiwq1990_CognativeModel_tgz-pJ8-clarion_samples_HelloWorldJ8/src/sim/Hello.java
sim.Hello#$@$#initializeSensoryInformationSpace()#$@$#SensoryInputSpace#$@$#FIELD	sim.Hello	null	SensoryInputSpace	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3f8d6440dd_huiwq1990_CognativeModel_tgz-pJ8-clarion_samples_HelloWorldJ8/src/sim/Hello.java
sim.Hello#$@$#initializeSensoryInformationSpace()#$@$#SensoryInputSpace.put#$@$#METHOD	clarion.system.DimensionValueCollection	put(java.lang.Object,clarion.system.Dimension)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3f8d6440dd_huiwq1990_CognativeModel_tgz-pJ8-clarion_samples_HelloWorldJ8/src/clarion/system/DimensionValueCollection.java
sim.Hello#$@$#initializeSensoryInformationSpace()#$@$#SensoryInputSpace#$@$#FIELD	sim.Hello	null	SensoryInputSpace	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3f8d6440dd_huiwq1990_CognativeModel_tgz-pJ8-clarion_samples_HelloWorldJ8/src/sim/Hello.java
sim.Hello#$@$#initializeSensoryInformationSpace()#$@$#SensoryInputSpace.get("Salutations").put#$@$#METHOD	clarion.system.Dimension	put(java.lang.Object,clarion.system.Value)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3f8d6440dd_huiwq1990_CognativeModel_tgz-pJ8-clarion_samples_HelloWorldJ8/src/clarion/system/Dimension.java
sim.Hello#$@$#initializeSensoryInformationSpace()#$@$#SensoryInputSpace.get#$@$#METHOD	java.util.LinkedHashMap	get(java.lang.Object)	null	null	null
sim.Hello#$@$#initializeSensoryInformationSpace()#$@$#SensoryInputSpace#$@$#FIELD	sim.Hello	null	SensoryInputSpace	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3f8d6440dd_huiwq1990_CognativeModel_tgz-pJ8-clarion_samples_HelloWorldJ8/src/sim/Hello.java
sim.Hello#$@$#initializeSensoryInformationSpace()#$@$#SensoryInputSpace.get("Salutations").put#$@$#METHOD	clarion.system.Dimension	put(java.lang.Object,clarion.system.Value)	null	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3f8d6440dd_huiwq1990_CognativeModel_tgz-pJ8-clarion_samples_HelloWorldJ8/src/clarion/system/Dimension.java
sim.Hello#$@$#initializeSensoryInformationSpace()#$@$#SensoryInputSpace.get#$@$#METHOD	java.util.LinkedHashMap	get(java.lang.Object)	null	null	null
sim.Hello#$@$#initializeSensoryInformationSpace()#$@$#SensoryInputSpace#$@$#FIELD	sim.Hello	null	SensoryInputSpace	null	/home/nima/Developer/NJR-ANNOTATED-RUN/dataset/url3f8d6440dd_huiwq1990_CognativeModel_tgz-pJ8-clarion_samples_HelloWorldJ8/src/sim/Hello.java
